Provider State,County,NursingHomes_by_County
TX,Stonewall,1
TX,Swisher,1
TX,Tarrant,73
TX,Taylor,12
TX,Terry,2
TX,Titus,3
TX,Tom Green,8
TX,Travis,31
TX,Trinity,3
TX,Tyler,2
TX,Upshur,2
TX,Upton,1
TX,Uvalde,2
TX,Val Verde,3
TX,Van Zandt,6
TX,Victoria,5
TX,Walker,3
TX,Waller,1
TX,Ward,1
TX,Washington,4
TX,Webb,6
TX,Wharton,4
TX,Wheeler,1
TX,Wichita,12
TX,Wilbarger,2
TX,Willacy,1
TX,Williamson,16
TX,Wilson,5
TX,Wise,4
TX,Wood,5
TX,Yoakum,1
TX,Young,3
TX,Zapata,1
UT,Box Elder,3
UT,Cache,4
UT,Carbon,2
UT,Davis,7
UT,Duchesne,1
UT,Emery,1
UT,Garfield,1
UT,Grand,1
UT,Iron,2
UT,Juab,1
UT,Millard,1
UT,Salt Lake,33
UT,San Juan,1
UT,Sanpete,1
UT,Sevier,2
UT,Tooele,1
UT,Uintah,1
UT,Utah,14
UT,Wasatch,1
UT,Washington,8
UT,Weber,11
VA,Accomack,1
VA,Albermarle,7
VA,Alexandria City,4
VA,Alleghany,3
VA,Amelia,1
VA,Amherst,1
VA,Appomattox,1
VA,Arlington,4
VA,Augusta,3
VA,Bath,1
VA,Bedford City,2
VA,Bland,1
VA,Botetourt,3
VA,Bristol City,2
VA,Brunswick,1
VA,Buchanan,1
VA,Buckingham,1
VA,Buena Vista City,1
VA,Campbell,2
VA,Caroline,1
VA,Carroll,2
VA,Charlotte,1
VA,Charlottesville City,1
VA,Chesapeake City,4
VA,Chesterfield,5
VA,Clarke,1
VA,Colonial Heights City,1
VA,Culpeper,2
VA,Danville City,4
VA,Dickenson,1
VA,Emporia City,2
VA,Essex,1
VA,Fairfax,12
VA,Fairfax City,2
VA,Fauquier,2
VA,Floyd,1
VA,Fluvanna,1
VA,Franklin,2
VA,Franklin City,1
VA,Frederick,3
VA,Galax City,2
VA,Giles,1
VA,Gloucester,2
VA,Goochland,3
VA,Grayson,1
VA,Greene,1
VA,Halifax,2
VA,Hampton City,4
VA,Hanover,4
VA,Harrisonburg City,3
VA,Henrico,12
VA,Henry,1
VA,Hopewell City,2
VA,Isle of Wight,2
VA,James City,5
VA,King George,1
VA,King William,1
VA,Lancaster,2
VA,Lee,1
VA,Lexington City,2
VA,Loudoun,5
VA,Louisa,1
VA,Lynchburg City,8
VA,Madison,2
VA,Manassas City,2
VA,Martinsville City,3
VA,Mathews,1
VA,Mecklenburg,3
VA,Middlesex,2
VA,Montgomery,2
VA,Newport News City,6
VA,Norfolk City,8
VA,Northampton,1
VA,Nottoway,1
VA,Orange,1
VA,Page,1
VA,Patrick,1
VA,Petersburg City,4
VA,Pittsylvania,2
VA,Poquoson,1
VA,Portsmouth City,3
VA,Prince Edward,2
VA,Prince William,4
VA,Pulaski,2
VA,Radford City,1
VA,Richmond,1
VA,Richmond City,6
VA,Roanoke,3
VA,Roanoke City,8
VA,Rockingham,2
VA,Russell,1
VA,Salem City,3
VA,Scott,2
VA,Shenandoah,3
VA,Smyth,3
VA,Southampton,1
VA,Spotsylvania,2
VA,Stafford,2
VA,Staunton City,2
VA,Suffolk City,4
VA,Sussex,1
VA,Tazewell,3
VA,Virginia Beach City,14
VA,Warren,2
VA,Washington,2
VA,Waynesboro City,2
VA,Westmoreland,1
VA,Winchester City,1
VA,Wise,3
VA,Wythe,3
VA,York,2
VT,Addison,1
VT,Bennington,4
VT,Caledonia,2
VT,Chittenden,5
VT,Franklin,3
VT,Lamoille,1
VT,Orange,1
VT,Orleans,5
VT,Rutland,3
VT,Washington,4
VT,Windham,3
VT,Windsor,3
WA,Adams,1
WA,Asotin,1
WA,Benton,4
WA,Chelan,3
WA,Clallam,4
WA,Clark,8
WA,Columbia,1
WA,Cowlitz,4
WA,Franklin,1
WA,Grant,4
WA,Grays Harbor,3
WA,Island,1
WA,Jefferson,1
WA,King,52
WA,Kitsap,9
WA,Kittitas,1
WA,Lewis,3
WA,Mason,2
WA,Okanogan,4
WA,Pacific,1
WA,Pierce,21
WA,Skagit,5
WA,Snohomish,19
WA,Spokane,19
WA,Stevens,2
WA,Thurston,7
WA,Walla Walla,4
WA,Whatcom,9
WA,Whitman,2
WA,Yakima,11
WI,Adams,1
WI,Ashland,3
WI,Barron,6
WI,Bayfield,1
WI,Brown,10
WI,Buffalo,1
WI,Burnett,1
WI,Calumet,2
WI,Chippewa,6
WI,Clark,4
WI,Columbia,5
WI,Crawford,2
WI,Dane,18
WI,Dodge,10
WI,Door,3
WI,Douglas,4
WI,Dunn,5
WI,Eau Claire,7
WI,Florence,1
WI,Fond du Lac,8
WI,Forest,1
WI,Grant,8
WI,Green,3
WI,Green Lake,2
WI,Iowa,3
WI,Iron,2
WI,Jackson,2
WI,Jefferson,4
WI,Juneau,3
WI,Kenosha,8
WI,Kewaunee,2
WI,La Crosse,7
WI,Lafayette,1
WI,Langlade,1
WI,Lincoln,3
WI,Manitowoc,6
WI,Marathon,9
WI,Marinette,5
WI,Marquette,1
WI,Milwaukee,32
WI,Monroe,3
WI,Oconto,3
WI,Oneida,3
WI,Outagamie,8
WI,Ozaukee,4
WI,Pierce,5
WI,Polk,6
WI,Portage,2
WI,Price,2
WI,Racine,6
WI,Richland,2
WI,Rock,11
WI,Rusk,3
WI,Sauk,5
WI,Sawyer,2
WI,Shawano,5
WI,Sheboygan,9
WI,St. Croix,8
WI,Taylor,2
WI,Trempealeau,6
WI,Vernon,3
WI,Walworth,8
WI,Washburn,2
WI,Washington,4
WI,Waukesha,17
WI,Waupaca,9
WI,Winnebago,8
WI,Wood,6
WV,Barbour,2
WV,Berkeley,2
WV,Boone,1
WV,Braxton,1
WV,Brooke,2
WV,Cabell,5
WV,Calhoun,1
WV,Clay,1
WV,Fayette,6
WV,Gilmer,1
WV,Grant,1
WV,Greenbrier,4
WV,Hampshire,2
WV,Hancock,3
WV,Hardy,1
WV,Harrison,6
WV,Jackson,2
WV,Jefferson,3
WV,Kanawha,11
WV,Lewis,1
WV,Lincoln,1
WV,Logan,2
WV,Marion,5
WV,Marshall,2
WV,Mason,2
WV,McDowell,2
WV,Mercer,4
WV,Mineral,2
WV,Mingo,1
WV,Monongalia,4
WV,Monroe,1
WV,Morgan,2
WV,Nicholas,1
WV,Ohio,3
WV,Pendleton,1
WV,Pleasants,1
WV,Pocahontas,1
WV,Preston,2
WV,Putnam,2
WV,Raleigh,4
WV,Randolph,3
WV,Ritchie,1
WV,Roane,2
WV,Summers,2
WV,Taylor,2
WV,Tucker,1
WV,Tyler,1
WV,Upshur,2
WV,Wayne,1
WV,Webster,1
WV,Wetzel,1
WV,Wirt,1
WV,Wood,5
WV,Wyoming,1
WY,Albany,2
WY,Big Horn,3
WY,Campbell,1
WY,Carbon,2
WY,Converse,1
WY,Crook,1
WY,Fremont,3
WY,Goshen,1
WY,Hot Springs,1
WY,Johnson,1
WY,Laramie,3
WY,Lincoln,2
WY,Natrona,3
WY,Park,2
WY,Platte,1
WY,Sheridan,3
WY,Sublette,1
WY,Sweetwater,2
WY,Teton,1
WY,Uinta,1
WY,Washakie,1
WY,Weston,1
